1,Ostrich,a,KNP
2,King Penguin
3,Jackass Penguin,a,Cape Town - Boulders
4,Rockhopper Penguin
5,Macaroni Penguin
6,Great Crested Grebe,a,Marievale
7,Blacknecked Grebe
8,Dabchick,a,Rondebult
9,Royal Albatross
10,Wandering Albatross
11,Shy Albatross
12,Blackcrowned Albatross
13,Greyheaded Albatross
14,Yellownosed Albatross
15,Darkmantled Sooty Albatross
16,Lightmantled Sooty Albatross
17,Southern Giant Petrel
18,Northern Giant Petrel
19,Antarctic Fulmar
20,Antarctic Petrel
21,Pintado Petrel
22,Bulwer's Petrel
23,Greatwinged Petrel
24,Softplumaged Petrel
25,Whiteheaded Petrel
26,Atlantic Petrel
27,Kerguelen Petrel
28,Blue Petrel
29,Broadbilled Prion
30,Slenderbilled Prion
31,Fairy Prion
32,Whitechinned Petrel
33,Grey Shearwater
34,Cory's Shearwater
35,Great Shearwater
36,Fleshfooted Shearwater
37,Sooty Shearwater
38,Manx Shearwater
39,Little Shearwater
40,Audubon's Shearwater
41,Wedgetailed Shearwater
42,European Storn Petrel
43,Leach's Storm Petrel
44,Wilson's Storm Petrel
45,Whitebellied Storm Petrel
46,Blackbellied Storm Petrel
47,Redtailed Tropicbird
48,Whitetailed Tropicbird
49,White Pelican,a,Cape Town - Milnerton
50,Pinkbacked Pelican
51,Masked Booby
52,Brown Booby
53,Cape Gannet,a,Saldanah Bay
54,Australian Gannet
55,Whitebreasted Comorant,a
56,Cape Comorant
57,Bank Comorant,a,Seal Island
58,Reed Comorant,a,Marievale ,28/10/2000
59,Crowned Comorant
60,Darter,a
61,Greater Frigatebird
62,Grey Heron,a
63,Blackheaded Heron,a,Olifantsvlei
64,Goliath Heron,a,KNP Balule
65,Purple Heron,a,Woodmead Office Park,27/8/2010
66,Great White Egret,a,KNP
67,Little Egret,a
68,Yellowbilled Egret,a,KNP
69,Black Egret,a,Marievale,13/10/1988
70,Slaty Egret
71,Cattle Egret,a,Olifantsvlei
72,Squacco Heron,a,Marievale,28/10/2000
73,Madagscar Squacco Heron
74,Greenbacked Heron,a,KNP Nwanetsi
75,Rufousbellied Heron
76,Blackcrowned Night Heron,a,Marievale,28/10/2000
77,Whitebacked Night Heron,a,KNP Bateleur Camp,12/2/2001
78,Little Bittern,a,Marievale,27/1/2002
79,Dwarf Bittern
80,Bittern
81,Hamerkop,a
82,Shoebill
83,White Stork,a
84,Black Stork,a,KNP Shingwedzi-Punda,16/2/2001
85,Abdim's Stork,a
86,Woollynecked Stock,a
87,Openbilled Stork,a
88,Saddlebilled Stork,a
89,Marabou Stork,a
90,Yellowbilled Stork,a
91,Sacred Ibis,a
92,Bald Ibis,a,Hluhluwe,23/12/1996
93,Glossy Ibis,a,Olifantsvlei
